index,question,answer,category,l2_category,image_src,image_height,image_width,meta_info_source,meta_info_split,meta_info_image_path,local_path
1370,"From the above food web diagram, if all th bettle dies then
Options: A: guava increases, B: fungi decreases, C: bacteria increases, D: guava decreases",A,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1370/image/image.jpg?Expires=1745640628&Signature=Mx3hnyqEK9l6CvXCa80iAt0z1GMVKAJjfFsA4htUcW3PQqN6s12uFB7gZqAQZ4EwWyBBHlIc1m76VxRgZB1cUYF5Us~eznw1F~pzq8LIPRapg7thrQMLT3bC73x2iK6OrvdUo8KSxjM0Tr~yKKLSOP~lEhEYVdt3dzbAXtkDzv77cntybZcYqN3JSWw62hI5bkuuVgrBaEdCNwo0946iNocKgsj5TtLNqNW52s6grg5~aOCj~G5BH-5ckths38n8g73W7jJlblolevJyxTAKVDxcJ4qwpRquhCGesbI7rSuHk9GziKYSP6e0IhmBNkMpQnffls81jl8SV02XlZaGeQ__&Key-Pair-Id=K3EI6M078Z3AC3,224,332,AI2D_TEST,val,images/1370.jpg,data/mmstar/images\1370\image.jpg
1371,"Which region represents the mantle?
Options: A: a, B: b, C: d, D: c",A,science & technology,geography & earth science & agriculture,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1371/image/image.jpg?Expires=1745640628&Signature=HBZEJjakgBFnK5gfaYnsFWJf9bBno7X7~oS00~7NjB0OW0UypGBtLhOmRAN~HqiXqGbO~c0vhwdu8SFZqMNySAlJMFyrN8Yq28ckB3Ge9R7wH2OjQ-UuOrjt1QZoHHx5D8D1iGAP80fxDgV6C1n75XfLoqyAH-XXTSdLIRu0y4GQTPzJsGla31U2D-MZSXeDTwumrofYky1l-gbifV5p730UL~3yZyfoOAMVoZ9PmeT8W~jU1v8~2vzHt7WxtXmQuVHKo9nxKy2hEy45MMu9WFDF4T~j7WNg2Gd-5wIwyl0EnLKnBu6X3dtclmTLwCRRKNcAtMihzzqI8oIqlASnjA__&Key-Pair-Id=K3EI6M078Z3AC3,280,400,AI2D_TEST,val,images/1371.jpg,data/mmstar/images\1371\image.jpg
1372,"How many things eat the sea coral?
Options: A: 2, B: 3, C: 1, D: 4",C,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1372/image/image.jpg?Expires=1745640628&Signature=zNC0NV96f7-NcRNwnL1PmISHsd1zEagrCBFQZeKqUI-1pm1cwP1TNXFlvpEzFycWZe5OpFR5qzQc5T1yKT7g8hbL2m13ECERp9Sp0qPqLjpgGFdxF31njvjF35Yj1OE7W0oh9EAA1x9DexRQgRs5Cz5O2OpVOV4SwqKI9hMF8BZOsNe-exeP6XextWe-12L6DPZe9ywr6HEPJNlYRh~e2j401d-65yr-u~6TjsZFn25sel27D658DhurFBKFJRfY4-998yqiqsbMv14UhpFlOUevikXwg0ExSQuCe5gL9DlyR~VDxpuJOswHMeejjYjw83Nv6F0q1wHz7tesqHv0oA__&Key-Pair-Id=K3EI6M078Z3AC3,1020,1500,AI2D_TEST,val,images/1372.jpg,data/mmstar/images\1372\image.jpg
1373,"What stage is shown at letter C in the photo?
Options: A: water-filled cracks, B: frost wedging, C: breaks rock, D: freezes to ice",D,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1373/image/image.jpg?Expires=1745640628&Signature=yeC9TKJOla1EBwR6eVA4cSvntpyAzQv08HpLN9ZEurnyAXOVQps~Ut9tEyVOkzmydKdd6yI4dOawTrcpRGaJejGMurARfzetL4XepQMeWCcNKj2Qk3Q1Llv2GscFX64g11CrE9kESPIQZyH2gVNK-CHhmoPzRgGyLdS5xb5PxNASPcQ51a8IhqJgw4hbUf1Ju4omJu-ui0uwR9fpD8sHl6-MhM0e1QD6AMnl06B8vJam2I2W-sUHAAbGafCsTeLb5z4znebLsInN5sa1u4BldPpNV1GUnuHENzcHyJ6zCmuFX8HZL1DRfH6V090RG6ciH4NV4faE5ZL1X0M3~y8bAg__&Key-Pair-Id=K3EI6M078Z3AC3,260,370,AI2D_TEST,val,images/1373.jpg,data/mmstar/images\1373\image.jpg
1374,"Why is part H useful for the fish?
Options: A: breathe, B: swim`, C: To eat, D: none of the above",C,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1374/image/image.jpg?Expires=1745640628&Signature=xefAAjBtHA7b4quGUVko~PzO~YukyRqmwHoctmObHicSGoxJxjeH4I~IvPWlKpldkz4I5LUenhBFNHWjvc-20Gx21g4zdxha2tJPNx5xn3Y7-nq0OjVYCRPTA8-lSjo76s0Ly8vc5NCodIip~~1oNne-yJ5wgWR9y6m~6gnpYadZ74rnWF-QT9mmv855t-CEpaOnS9p3KdlaIAEx0LEbdpnadpQ7OWFtg7z5s2mswiIwj-lV9aZVjZ-WcsVFB8m6LZbq4sBIB4NuGpRTPCFh1HhuIS5bWLE0mTlpLb2ULZmi83JuNmOtASFTRrWznmzvZJNVdbaPSmmQp6hbx9k1tA__&Key-Pair-Id=K3EI6M078Z3AC3,254,488,AI2D_TEST,val,images/1374.jpg,data/mmstar/images\1374\image.jpg
1375,"Which bird is represented by letter D?
Options: A: hawfinch, B: Eurasian jay, C: myrtle, D: swallow",C,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1375/image/image.jpg?Expires=1745640628&Signature=qBgy4lrXmZd3t9oetQFWBfLKi95oaKj43L~97ScnaELRwywEKPj5Kktes1MnF0CNuDU37-4Sr3-YUmc37XCOOzr676Xhk7aHFtmzv8N1YpiRPEymZItWJIn1qnLAIGQ305AJkot~zkYJNCrMQQocw3He~pno5e69N2T1iEhTuU218D0aSpGtLelczElHsUxsufl6OjcBZWcNnYeBsAHMDVLdZWqPCp7UuNueUXa02e-odIYR~J6rDkJ7pDWUCykMKny8FFhQ1fn40HNgjS-Jru8Z-tANu8PwKujQ9AVQ4huJfDWmscDIsPOzFbC17cUbZb~8MTImoqS0BKPDAL9zRg__&Key-Pair-Id=K3EI6M078Z3AC3,463,593,AI2D_TEST,val,images/1375.jpg,data/mmstar/images\1375\image.jpg
1376,"Which of the label applies to the Parallel venation?
Options: A: A, B: E, C: D, D: C",C,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1376/image/image.jpg?Expires=1745640628&Signature=I9nZSOudRth5LJefIp7zIXHUvbUvmc5xviG600H6QWj6u-bqH3MpNtbBFlrkK3-ZiKTPxJMEqv7Ggrtf4knadEshLB9V8H5JZPaIzYxGFnixmy2ZYwGj6HfWYxEHTu8kjKXOX1mxVCSI9LfX6SEwPTs0hoSh2gO-VP7tMImtGoiz~xJsp~OOy5hS2bVAE3a8Cy1rUxQTxsynf85WHx8pPSRgFJh0hC36A3dA6u7m5Skgvpc6EOh~M2mTxJZYFapbmAiA~zP17RvXRDdcbpfO014IkiyQHQSFXPTxGNg5wOu5k~zgKKb9I-W7Rt-mg~UmyiXL6erm4Knbjt~cThC8ZQ__&Key-Pair-Id=K3EI6M078Z3AC3,236,559,AI2D_TEST,val,images/1376.jpg,data/mmstar/images\1376\image.jpg
1377,"Rachis is represented using label
Options: A: C, B: A, C: D, D: E",D,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1377/image/image.jpg?Expires=1745640628&Signature=ZigQCLFuv00tl8gKOfjsczhr9gEGggaWcGLlkSACAirA7kgzJdrDFhgS6Fra~tzECKuKo4bXFAof9TDK-2WHvmfMv2vQ~-jBI0eMkGRrFKzD6umrPMOcQegZCTQz0d3KngCkKXxrprzb6cNpn-wNTswUiU7GwqJA-w8ByS4GHpT9KcKKnkSe4iXKYqqvjFgBo9CI9o8gcPLu1~rjNEgoD-wj85tWDwOOmGCYy8oooCabCew7rCc7Jfe8AZ2b3M4v1HvSSmkzDFlwu2iJ1pL9tc49qlDH-uq9dDCJenZCKHFg3Cs5xWLui9bfauTMJTKjq67TDE4BGMwJZZijQ1YMFQ__&Key-Pair-Id=K3EI6M078Z3AC3,237,196,AI2D_TEST,val,images/1377.jpg,data/mmstar/images\1377\image.jpg
1378,"What is the name of the colony shown?
Options: A: Virginia, B: Massachusetts, C: Rhode Island, D: Maryland",C,science & technology,geography & earth science & agriculture,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1378/image/image.jpg?Expires=1745640628&Signature=GeoDQ5sGqkXDFtahu7Vj3enJcLLsqUNgbC-03wo2R1PCubvg~8j3CIO~979LjLpO~UvcLsdJ5ap2kzjGzKZ-CydrBx7MhgzNwYPOteR7mV~T4h6ukvYMuj3JFYmS4ZKU~tMMvselLdh7B2tz0wpPGL-T7o0LNnNaPthoup~AcsP7K2NgGsoVQvDPgEHjY6DkTRjegc4sG~L6JWL0ljWBxgN-B-lm6q3ehGIe6mAg6PPmYawN4XYLfKvHaoK31p6M1qTTWMedGZs6lynNlzgMRCSRzvMUAtZp51RzRwOU8kvYtnBwntSz2n8VZW7mg8VNAUC1ixqP-Km76360TPujpg__&Key-Pair-Id=K3EI6M078Z3AC3,595,452,ScienceQA_TEST,val,images/1378.jpg,data/mmstar/images\1378\image.jpg
1379,"In this food web, which organism contains matter that eventually moves to the earthworm?
Options: A: mushroom, B: barren-ground caribou, C: parasitic jaeger, D: grizzly bear",C,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1379/image/image.jpg?Expires=1745640628&Signature=iHv37NU75xg70E7pe58FGHhMVL9velk5LCNFOjRvdT4TVtNTwvK32GScLII~qAGiED6FeJ8UOz9HoJS~5R06Njby~lJOFxCytQ2DChGF0aXZcSnL~JkMlj10Uk8N33F8EQ0GaVHy10P0akXklD0mA87C5y5~vNbHtZNX4E3ag-x4FjvsF7r1f9LzauhgcDGQZxRnD1m78b~pyjWqIMIT-uQYRBFy2r~R0K0bRkRDLzIQDoj7ops3rEYtAAnTFDi9whx6-bcogz7JTTCRfTbwrzmRqcdo5zjpSH0FvbiLIJWlLlETRWI9h2NvcgW-DqoLUANWUpY9gcp2KdDWHPwQRA__&Key-Pair-Id=K3EI6M078Z3AC3,506,760,ScienceQA_TEST,val,images/1379.jpg,data/mmstar/images\1379\image.jpg
1380,"Identify the penumbra.
Options: A: B, B: C, C: A, D: D",A,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1380/image/image.jpg?Expires=1745640628&Signature=jSoopIL0WdgW0Pv4jHSXb-sQx9eKrJucTeSV7hnnKI9uqTCxfF67~llfbasJ~HjAX0xKo4LIxQzIqyMN0mcx~--PdpvjfC62XpCjM0Cy1jCkwkE5~QbwTW9J-iZ0TeuYHUa~tvQG~aomLRW6Ak3VqJoFd2oGZpBHS4AGW8z3JTdHq98wrBsEmNa1LPfWFlX1QyurBmCem6tzMx8BmQOjqVRz7d3lJ2azg5uEYmeLCK09z9b2TWEyUHPsde1PtxV80lV-lH~LT-p1IEZuwue0prjv7EomQdIqG7tkQCFCsx9YEGYhhUc6jMuInN5MA-IkqnBpGMuYe3bHad64H9pgsA__&Key-Pair-Id=K3EI6M078Z3AC3,1060,1500,AI2D_TEST,val,images/1380.jpg,data/mmstar/images\1380\image.jpg
1381,"What would happen to the kelp if the coastal fishes were extinct?
Options: A: stay the same, B: increase, C: can't predict, D: decrease",B,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1381/image/image.jpg?Expires=1745640628&Signature=aW3SKIm-KZOA7EsyzPbzQBUJbZqko-Qe~7jsnnruy-M9p0TBDW6veXd8TlKoH4shXBZFo3P7-PtRV5mu1EXENuTZr6sYXZSLwrVIxApcwPkplORNN9zTqTNrOJgvE3j4XC29a8BZxMQNS0TV3510omgH-CaWNndq1equuwQgTVl9rlAxTJB~TL6tOYDFQUvnsmmCMtXuMBUskgwk4Czbm14kLnt50wiwBbJidvVcQO1Hvz6f7vnMdUMagkjuR~gM7g11KXBImnudRHG7Yf10kNm8y-TfgoX1pTEaEHXI8hW~QshXFy2OMAA~ozh9q-MIecROfEPjJlaSLxH3awlKQw__&Key-Pair-Id=K3EI6M078Z3AC3,1082,1500,AI2D_TEST,val,images/1381.jpg,data/mmstar/images\1381\image.jpg
1382,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Based on the diagram below, which organisms will be most directly affected by a decrease in the amount of grass?
Choices:
(A) Insects
(B) Hawk and snake
(C) Snake and raccoon
(D) Mouse and cricket",A,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1382/image/image.jpg?Expires=1745640628&Signature=r1hN78o-xAWzARdvrhqlDPTR2s3~BXDnsushazzDE7eayevHYy07ETKZjEcFupOQdk1x4PL6aVgI9VmrfgfUlB6YySzqOZBmGdCyb7qMrzOb4LCzTt7AhDHUrngq2PbJKpUyoChDX6kHZY4Kc0UsGcNqcrCOenvKM5toaIWUE0cpeSVCxlukBxT4AO0wAI899hSfVMApGAGdsx~7oUr4E2h-uKSzs9wIp76pB4~Ayta7srG7BGsKf3gI2uzSKn3F7rIo2F0ylqN1LitJPhy42n-8T~v~J9uYpG2H8cEFTOOVhEwLXAMPfAZLH8G~1cJ8ac9sS-ZNCn5Y96FgxmO5ng__&Key-Pair-Id=K3EI6M078Z3AC3,377,630,MathVista,val,images/1382.jpg,data/mmstar/images\1382\image.jpg
1383,"What is a primary consumer?
Options: A: turtle, B: sanderling, C: razor clam, D: plankton",C,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1383/image/image.jpg?Expires=1745640628&Signature=vUTtvTTTOIS9INGAw3l9Poj-Rl9mtKdhdFtk0CsjhAhJEOvOjT2RQuu8TCW7b0zB-vEgnD2w9c8azDV1Rcqrf0xdZoEOV2~UaW76X033eoYkz~9DEB3mAz6BNremmvYmfDYbgAkMX2HhYNVDUVgnczHeEJwL89gs7vWVEX4jNf5CnKP1tH1Nu0GPUN3iIff-9bi1TOpH2C1ziU8Q1X5qOKfKJwvEGnm3leXtTjARkOrVVc-OXu3aL76Cs0oW1TnrhEUj-DLy9i7wewwzMHpRL~HlM7pfIVioNssawhBNrNgxcKBW0DDgdrd-DCZdOoopp~tnqCSTqbQPEANtpujQOw__&Key-Pair-Id=K3EI6M078Z3AC3,336,401,AI2D_TEST,val,images/1383.jpg,data/mmstar/images\1383\image.jpg
1384,"Which part of the cycle is shown by letter E?
Options: A: Weathering, B: Igneous rocks, C: Sedimentary rocks, D: Metamorphic rocks",A,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1384/image/image.jpg?Expires=1745640628&Signature=ZJjiRFME5E4RX3otD5Npa1I3vHH-hM2Jh3Wji~g1s2mW41gW1aijrCEREz5oQgNB1vpeQrBaPv78lMZBH70jTONTcFyPbf6XBpUK9VqkU5huW2MM3dWpjDN600NTlyUCV3NtJD85wYa8MbnZ8DTZ9ufIm0~93vrVgGXz7KGwgzj1J~G8rTjOZAo4B7ulA7jDLQu8qEYqPs5xZ6gXUzu6xzFEIOPjk7A8YttiTdzlns4wVC2YhpFlKNaN1omeI~GEIlPowmUpcfdz~ABQdk2ThZ30oxBLcxW71dKN3-BTt-sjKU9YNY8QcTl9gEthd9ZH2w8Ti5wv8UoRPioQI6p4Dw__&Key-Pair-Id=K3EI6M078Z3AC3,455,640,AI2D_TEST,val,images/1384.jpg,data/mmstar/images\1384\image.jpg
1385,"Which receives energy from krill?
Options: A: killer whale, B: leopard seal, C: algae, D: penguin",D,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1385/image/image.jpg?Expires=1745640628&Signature=otvyixdBDsMukIwnrUz0CaQ~RAPwG2~hLWNOWs4Ikqs9H2bwbUEC7nQL7HxEz2mJryT6sZC1mTN8CjtQKrNyevhg6scHYXs8EbrFgjfYRRGnvjiBDe74n5xpopejq-VWIOEjNfyuTDSNow1wh0Jdp4if5GfpeFrvrtgWLC4XWQ3uFQQOh6NzrZbrTNZZjPhlOdZT1~IbKuOgbRF-7tOux4HC0msbqaatBYQRGPb9wCzar~oYMa7ffVLX~M-VBNjI-RMlpNhNnsBcWsnskRiyjfrXrPNgZ8l2wc4A5A~wLfLhNCBTTTMUMuhquKYy2Ez9jPDPwnjI925D-8B5qLIuZw__&Key-Pair-Id=K3EI6M078Z3AC3,328,500,AI2D_TEST,val,images/1385.jpg,data/mmstar/images\1385\image.jpg
1386,"What would happen if the toothfish was removed?
Options: A: more herring, B: more seal, C: fewer whales, D: fewer algae",A,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1386/image/image.jpg?Expires=1745640628&Signature=Mfzx643fSy~OVlx03WvpEqQRzZUPUaoJNBMjP97Mx6tROjL-XX0tiDygMTRaSHpRe9~7fjdtwTDTkGj3DAIyzyLNZAdOZMKYkPZ4DBk63Y~Sfju5lIAyKxfD2oxPautUCifczg54Uih5F9Cjnu9vN8HDLm8~YySSRWTh9jSF~65C1BUOsLuwUygP2wbSwmcKUfdq4VGZRLEsmwBgIwiRbPUlM35JB88V1lF5RfVhD~sV8bOtsMntHxYEDv5AEqdl-8f6jKY2OM9jfxhbf4aj1Xlfr6hQmq1lrRaqQZtD8WwLlZAcnk3XgfMSV61hvRJpVbHkJMZIHpWTuS4LT2saog__&Key-Pair-Id=K3EI6M078Z3AC3,328,500,AI2D_TEST,val,images/1386.jpg,data/mmstar/images\1386\image.jpg
1387,"What is label H pointing to?
Options: A: Golgi body, B: Endoplasmic reticulum, C: Nucleus, D: Mitochondrion",A,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1387/image/image.jpg?Expires=1745640628&Signature=tr51dSP-Z7pf--1HK8JbvzHddoyCaAa~W9as4PrzKpbeC9a5RPatS3iU54z5XilOpmZJoc4TgOpqY6XdqMF3ZTW9Vf8uv8hA4z1mHukRSNo9F9-cddJZoJvuduyMGprl-5Y0ScCaMpvrMq3WDlVZMirj8Nv0NsdPH9UwJbDw~QEJb-dwWgWR9MPyBRTY1AVLgbDdWpvlK4LRbmxcDs8mRqWaoyDBPmeUzodrx5gVYeUYOojFYGaDzzmOCFiNVlwNpIF4XoPBLc~VAmXGcnInZBgob7FPRn0nb5wgeafCDbXZRIaHsh-6W~et3GQYlwuVasV9LdnfwIuNgesq20kXeQ__&Key-Pair-Id=K3EI6M078Z3AC3,470,627,AI2D_TEST,val,images/1387.jpg,data/mmstar/images\1387\image.jpg
1388,"What is the ATP in the diagram?
Options: A: B, B: A, C: D, D: none of the above",A,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1388/image/image.jpg?Expires=1745640628&Signature=leqApWzfKdpBArP2oywU9FVg3RWAT9jak1GfnAjfHcDu2Ed~2L-bjjcOXHwgx5eggbJkG3UPdVgQpC-H8eFO--7IKo-jiG-6HG3dhRohl5zljLpKDLg-3RYLI1fB~vFEngjd8NG1wcEAX-e1c7FdxaN-9ohc85vMJ7SeZAue--TTqU4kXKaR1p6MfDC5RlTolzkD~PthXaqNipkqubuK8jPhXwyTXfo2Bsxh8VvHaLzeh8erB-~R5VEjHka4w8rcDmDd3Gdx1NQRKymzhmgJLfXtgA-tZr~fVDADpzaK5FUc7nSuQ0BUUBcIxRB6URxkQ~NQfRY5w7MGJdej9nGrIA__&Key-Pair-Id=K3EI6M078Z3AC3,599,484,AI2D_TEST,val,images/1388.jpg,data/mmstar/images\1388\image.jpg
1389,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: You would potentially see a decrease in which organism if gulls disappeared?
Choices:
(A) herring
(B) kril
(C) anchovy
(D) phytoplankton",B,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1389/image/image.jpg?Expires=1745640628&Signature=A~HEW6b55HJ2wR3-zhp903YaVMKz56MqMBMmQmyrAvm8uJbJKz0VhkSMnKnSH3rNITW1mwxGhHua7Facu4mFLA8eLo0Hs2X78SSqW6p1F1RoA9~AAzik87kpNVqqQVCOm0UomJNE3iI8xDefYtsVl7F2On-iPt0XYZUivoghIWbo2a6OyNsQ7N-BqO3m-LbqPk9ebSG1iq69pXi~vc3qi87XMt79WpekJhiDSI7uCQD4jyxtSJGiYzIb6YqPUbvt8tjMFVxu08~WE8IYNXj65zAj7slF~ZGXHt3iDtMsfEFFxAhNXvNg1UeDe6a~e6Hx8CFCQhN7jowP12zKQd-ieQ__&Key-Pair-Id=K3EI6M078Z3AC3,549,398,MathVista,val,images/1389.jpg,data/mmstar/images\1389\image.jpg
1390,"What would happen if all the platypus were removed?
Options: A: More algae., B: Fewer water boatman., C: More dragonfly larvae, D: Fewer mayfly larvae.",C,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1390/image/image.jpg?Expires=1745640628&Signature=NFlzpZDPqA3PUnLIr9FhcF8ApiloQxppD9kNBSPm5KtPVvL~osCjS9rLwuAtm0yUg1DjECtoJKOLG5OQku9ZTytoWbwsbPsP2jwUmQBtfWU9v3oHxgO3cl12~NBoZsIELj-YIN8vDwVOeHSLNUvtyA8-H1PtFb9UvnvSccQDyzsLB~mM2gQ~HtwlkSvN~tk3dAPRf-YpLn62R-SyEEDMo3iLRkFl~T-4BtUps4ZPyoQtecii-p07TZUehuz2pHO-oK8xlQjmfVx6JImLCTzhhgSUc84MKraEtZqlrPL-o0Q6mvlvQmb1ovDiV3afvXeNCJzTgQZE9uqwCx8qh0czxg__&Key-Pair-Id=K3EI6M078Z3AC3,576,720,AI2D_TEST,val,images/1390.jpg,data/mmstar/images\1390\image.jpg
1391,"The diagram below represents a food web. what is a food for frog?
Options: A: plant, B: bird, C: lizard, D: ant",A,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1391/image/image.jpg?Expires=1745640628&Signature=pmQdqcb8xElfocNmPme9WUY~Dh6Yl6N7dnIuysGBDX-GugxdVMGGt9IirJvMt9WTHQOZuYqqc6jxfY7MLi2MOKK2uxkqohXMMG74Ich61IACyZxPpj~UnBdvlwG1uCXUURX5ulcpGDyMlTYtkIjStcWZKJjbRKGi-g3mwKwxOJAqfrSZJUj6ZqVivRm6vfwLNt3k-jDeyiJcb9QdG6huvn4PnV4Uw00S3Woo-nVOeFDG3mr2P3Fh9Hx16TshKrTz0Bf7LWffWNSRElIM11M2gukkjQ05UNAaQ10tMJfT1RKU3K-9555f4EdYxcaEWWXdug-r4HIRtarbFP0a0exNbw__&Key-Pair-Id=K3EI6M078Z3AC3,497,312,AI2D_TEST,val,images/1391.jpg,data/mmstar/images\1391\image.jpg
1392,"<image 1>The accompanying sketch shows the schematic arrangement for measuring the thermal conductivity by the guarded hot plate method. Two similar 1 cm thick specimens receive heat from a 6.5 cm by 6.5 cm guard heater. When the power dissipation by the wattmeter was 15 W, the thermocouples inserted at the hot and cold surfaces indicated temperatures as 325 K and 300 K. What is the thermal conductivity of the test specimen material?
Options: A: 0.81 W/m K, B: 0.71 W/m K, C: 0.61 W/m K, D: 0.51 W/m K",B,science & technology,electronics & energy & mechanical eng.,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1392/image/image.jpg?Expires=1745640628&Signature=ORFXrbmG5bzkzGST0Hg9Z4nALBwWrpMaFyFPO5UhuPwzyWWyGxHfs7x9AUFmjb~tE~0hiJ-Z9ijO~ZnakmHiS95rKdtJNNZccc5xm4O62ylVvT6oyu3cOr7-UUErDIYHXJ39nSXYnh0nJ2Yla2sz1ZnxbIjXa0xIuSFidbtXJfHpR2GSngfyF1QJ30gAbCbDN7yUWiWDwa5q3d-cyvlmkkGSnx7lK6H1O058CyfaYiczTqQKxXRX9ma9v2Fdj3u-xFJ0Aq0Cxg2~m30McTD8EDJI8W0NJ6Hx5EeYqsOnNYG5oT-KTyxb3h-sl-Ibe3JayHVl7Y4yUr83RVyhXQ5~cA__&Key-Pair-Id=K3EI6M078Z3AC3,290,684,MMMU,val,images/1392.jpg,data/mmstar/images\1392\image.jpg
1393,"Which region in the diagram represents the descending colon?
Options: A: c, B: l, C: a, D: o",C,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1393/image/image.jpg?Expires=1745640628&Signature=clw0Q0QkbZHmuMJQA7K8o5sKSSMqmzxg669eS--CByhjZRaB1v1aPO5Q6EHXxoFjc78YsKK0ZgAZvWDxfrO8aLvypn0YGatFz3RfI9BAt9W0SNxff39TQKvFMEnfn0cZoXZUoFvyPsHpufctLrff053akPA2f589Mtv5gl4fN6zvUS~YQbPmets-U~LEkl2uT1GFnQ-458c~34KY1FGjJXJ1uRLqJe7vTmWRC1Hk7rTOPCkreVc6XWR51bjsJjTvhfQZ-S7wNxhb9owCYpiehuSPhsaq9srO68JImvi50T7iMCmFuezZfKrYXWmruOgUUhwcX-3eM9RgP8iRKoaJ7g__&Key-Pair-Id=K3EI6M078Z3AC3,678,580,AI2D_TEST,val,images/1393.jpg,data/mmstar/images\1393\image.jpg
